# Consignes de dessin, un panneau par ligne.
#
# Ce fichier est la SUBSTANCE des planches : le style commun vit dans
# planches_ia.js, ici on décrit ce que montre chaque panneau. Une planche =
# quatre panneaux qui se suivent, comme une notice de montage.
#
# handle : la fiche Shopify dont la première photo sert de référence au modèle.
# C'est ce qui fait que le dessin montre le produit de Lasclay et pas un
# équivalent générique. Laisser vide pour un geste qui ne tient à aucun produit.
#
# Aucune consigne ne demande de texte : la planche se lit sans langue, et la
# numérotation est faite par la page, jamais par l'image.
#
# Essayer sans rien appeler :
#   node mrp/outils/planches_ia.js cachecou_bas --sec
#
planche	panneau	handle	prompt
tuque_isolant	4	tuque-sport-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show a black beanie laid flat with a flat hand pressing on it. On the LEFT half the padding is evenly thick everywhere under the hand, green check mark above. On the RIGHT half the same beanie has a thick lumpy bulge on one side and a visibly flat hollow on the other, red cross above. Same drawing style, plain light background. No text, no numerals.
manchon_diametre	1	manchon-isotherme-canettes-bouteilles	The sleeve is a squarish pouch of SMOOTH waxed canvas in olive green, with a FLAT BOTTOM so it stands upright, open at the top, sized to hold a drink can. Its surface is plain — no quilting, no channels, no padding lines. A short black webbing loop is sewn to one side as a handle, and a small dark fabric label sits low on the front. A drink can being slid down into the sleeve by one hand, the can already half inside, a thin bright red ellipse around the opening where the can passes through. Same drawing style, plain light background. No text, no numerals.
manchon_diametre	2	manchon-isotherme-canettes-bouteilles	The sleeve is a squarish pouch of SMOOTH waxed canvas in olive green, with a FLAT BOTTOM so it stands upright, open at the top, sized to hold a drink can. Its surface is plain — no quilting, no channels, no padding lines. A short black webbing loop is sewn to one side as a handle, and a small dark fabric label sits low on the front. The same sleeve with the can fully inside, turned upside down and held by one hand: the can stays in place and does not drop out. A green check mark above. Same drawing style, plain light background. No text, no numerals.
manchon_diametre	3	manchon-isotherme-canettes-bouteilles	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show a drink can and a squarish olive waxed-canvas sleeve with a flat bottom and a black webbing side loop, no quilting. On the LEFT half the can slides in easily and sits snugly, green check mark above. On the RIGHT half the can is jammed at the mouth, the canvas straining around it and the can only part way in, red cross above. Same drawing style, plain light background. No text, no numerals.
manchon_diametre	4	manchon-isotherme-canettes-bouteilles	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show a squarish olive waxed-canvas sleeve, no quilting, held upside down with a can in it. On the LEFT half the can stays put, green check mark above. On the RIGHT half the can has slid out and is falling away below, red cross above. Same drawing style, plain light background. No text, no numerals.
bandeau_cote	1	bandeau-copy	The headband is a wide flat band of dark grey fabric, twisted into a knot at the front. The headband laid out perfectly flat and untwisted on a plain surface, seen from directly above, filling the frame. A flat measuring tape lies along its full length, and a second one across its width. Two thin bright red arrows mark the two measurements being taken. Same drawing style, plain light background. No text, no numerals.
bandeau_cote	2	bandeau-copy	The headband is a wide flat band of dark grey fabric, twisted into a knot at the front. THREE headbands of the same model laid out flat side by side, parallel, seen from directly above, with the same measuring tape laid across all three at once so their lengths can be compared at a glance. Same drawing style, plain light background. No text, no numerals.
bandeau_cote	3	bandeau-copy	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show three flat headbands laid side by side seen from above. On the LEFT half all three are exactly the same length, their ends perfectly aligned, green check mark above. On the RIGHT half the three are visibly different lengths, their ends staggered, red cross above. Same drawing style, plain light background. No text, no numerals.
bandeau_cote	4	bandeau-copy	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show one flat piece of dark grey fabric with the weave drawn as fine parallel lines. On the LEFT half the cut edge runs exactly parallel to those lines, green check mark above. On the RIGHT half the cut edge runs at a clear slant across the lines and the piece is skewed into a leaning parallelogram, red cross above. Same drawing style, plain light background. No text, no numerals.
etui_finition	1	etui-telephone-asclepiade	The case is a small flat rectangular pouch of quilted grey fabric with a fold-over flap, about the size of a phone. The case held in two hands, one thumb running along its outside edge all the way round, a thin bright red ellipse following that edge. Same drawing style, plain light background. No text, no numerals.
etui_finition	2	etui-telephone-asclepiade	The case is a small flat rectangular pouch of quilted grey fabric with a fold-over flap, about the size of a phone. The same case with its flap being lifted open by one hand, a bold red arrow showing the flap swinging up, and a thin bright red ellipse around the fold line of the flap. Same drawing style, plain light background. No text, no numerals.
etui_finition	3	etui-telephone-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show, very close up, the stitched edge of a small quilted grey case. On the LEFT half the overlock stitching runs continuously and the edge is smooth and enclosed, green check mark above. On the RIGHT half the stitching breaks off partway leaving a raw open edge with loose threads hanging from it, red cross above. Same drawing style, plain light background. No text, no numerals.
etui_finition	4	etui-telephone-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show the fold line of the flap of a small quilted case, close up. On the LEFT half the fold is clean and the fabric intact, green check mark above. On the RIGHT half the fabric along the fold is frayed and beginning to split open, red cross above. Same drawing style, plain light background. No text, no numerals.
pouce_mitaine	1	mitaines-ville-asclepiade	The mitten is plain rust-red fleece, soft and slightly fuzzy, with NO leather panel anywhere and NO contrasting patch — the whole mitten is one fabric. Its cuff is gathered on an elastic. The seams are: one running around the outside edge of the hand, and one encircling the base of the thumb where the thumb is set in. There is NO seam across the middle of the palm. Close view of the mitten lying palm up and filling the frame, thumb spread out. A thin bright red ellipse is drawn tightly around the point where the seam around the base of the thumb meets the seam along the outside edge of the hand, and around nothing else. Same drawing style, plain light background. No text, no numerals.
pouce_mitaine	2	mitaines-ville-asclepiade	The mitten is plain rust-red fleece, soft and slightly fuzzy, with NO leather panel anywhere and NO contrasting patch — the whole mitten is one fabric. Its cuff is gathered on an elastic. The seams are: one running around the outside edge of the hand, and one encircling the base of the thumb where the thumb is set in. There is NO seam across the middle of the palm. Very close view of a short length of the seam at the base of the thumb, greatly magnified so the stitches are large and countable. A thin flat measuring strip lies alongside it marking one span, and one fingertip points at the stitches inside that span, counting them. The stitches are small and tightly spaced. Same drawing style, plain light background. No text, no numerals.
pouce_mitaine	3	mitaines-ville-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show the SAME magnified length of the seam at the base of a rust-red fleece mitten's thumb, with the same measuring strip marking one span. On the LEFT half the span contains MANY small tightly-spaced stitches — count them: ten — green check mark above. On the RIGHT half the same span contains only FIVE long widely-spaced stitches, red cross above. Same drawing style, plain light background. No text, no numerals.
pouce_mitaine	4	mitaines-ville-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. The mitten is plain rust-red fleece, soft and slightly fuzzy, with NO leather panel anywhere and NO contrasting patch — the whole mitten is one fabric. Its cuff is gathered on an elastic. The seams are: one running around the outside edge of the hand, and one encircling the base of the thumb where the thumb is set in. There is NO seam across the middle of the palm. On the LEFT half two hands pull the thumb away from the hand and the densely stitched seam stays closed, green check mark above. On the RIGHT half the same pull makes the sparsely stitched seam BURST OPEN at the base of the thumb, and a tuft of white fibrous insulation bulges out, red cross above. Same drawing style, plain light background. No text, no numerals.
fermeture_couchage	1	sac-couchage-isole-fibre-asclepiade-canadien	The sleeping bag is a long black rectangular quilted bag, padded in wide horizontal channels, opening flat like a blanket. One long zipper runs down its side. The bag lies flat and open, filling the frame, its long side zipper closed. A thin bright red ellipse follows the stitching that holds the zipper tape to the quilted fabric along part of its length. Same drawing style, plain light background. No text, no numerals.
fermeture_couchage	2	sac-couchage-isole-fibre-asclepiade-canadien	The sleeping bag is a long black rectangular quilted bag, padded in wide horizontal channels, opening flat like a blanket. One long zipper runs down its side. Two hands grip the quilted fabric on either side of the closed side zipper, at its middle, and pull straight APART, two bold red arrows pointing outward in opposite directions. Same drawing style, plain light background. No text, no numerals.
fermeture_couchage	3	sac-couchage-isole-fibre-asclepiade-canadien	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show, very close up, the stitching that holds a zipper tape to black quilted sleeping-bag fabric, pulled apart. On the LEFT half the stitching holds and the tape stays flat, green check mark above. On the RIGHT half the stitches have popped along a stretch and the tape lifts away, leaving a row of open holes, red cross above. Same drawing style, plain light background. No text, no numerals.
fermeture_couchage	4	sac-couchage-isole-fibre-asclepiade-canadien	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show a black quilted sleeping bag lying flat, seen whole. On the LEFT half the side zipper runs closed and straight from end to end, green check mark above. On the RIGHT half the zipper has torn free of the fabric over a long stretch and the bag gapes open along its side, red cross above. Same drawing style, plain light background. No text, no numerals.
fermeture_chandail	1	chandail-polaire-asclepiade-polar	The pullover is black fleece with a stand collar and a SHORT quarter-length zipper at the throat only — not a full-length front zip. Close view of the collar and the short throat zipper, closed, filling the frame. A thin bright red ellipse around the stitching that joins the zipper tape to the fleece. Same drawing style, plain light background. No text, no numerals.
fermeture_chandail	2	chandail-polaire-asclepiade-polar	The pullover is black fleece with a stand collar and a SHORT quarter-length zipper at the throat only — not a full-length front zip. Two hands grip the fleece on either side of the closed throat zipper and pull straight APART, two bold red arrows pointing outward. The knitted fleece stretches visibly while the zipper tape does not. Same drawing style, plain light background. No text, no numerals.
fermeture_chandail	3	chandail-polaire-asclepiade-polar	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show, very close up, the stitching joining a zipper tape to black fleece, pulled apart. On the LEFT half the stitching holds and the fleece stretches evenly beside it, green check mark above. On the RIGHT half the stitches have pulled through the stretched fleece leaving a line of enlarged holes, and the tape lifts away, red cross above. Same drawing style, plain light background. No text, no numerals.
fermeture_chandail	4	chandail-polaire-asclepiade-polar	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show the chest pocket zipper of a black fleece pullover, close up. On the LEFT half the pocket zipper lies flat and its stitching is intact, green check mark above. On the RIGHT half one end of the pocket zipper has torn out of the fleece and curls up, red cross above. Same drawing style, plain light background. No text, no numerals.
garnissage_fuite	1	oreiller-asclepiade-hypoallergene	The pillow is a plain white rectangular pillow, smooth, without quilting lines, with a simple seam running all around its edge. The pillow held in two hands and squeezed hard in the middle, the filling compressed between the hands, filling the frame. A thin bright red ellipse around the edge seam nearest the squeeze. Same drawing style, plain light background. No text, no numerals.
garnissage_fuite	2	oreiller-asclepiade-hypoallergene	The pillow is a plain white rectangular pillow, smooth, without quilting lines, with a simple seam running all around its edge. Close view of one edge seam of the pillow held up against a bright light from behind, so the seam is seen in silhouette, fingers holding the fabric taut on either side. Same drawing style, plain light background. No text, no numerals.
garnissage_fuite	3	oreiller-asclepiade-hypoallergene	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show the same edge seam of a white pillow, very close, against a bright backlight. On the LEFT half the seam reads as one clean line and nothing escapes it, green check mark above. On the RIGHT half fine pale fibres push out through the seam and stand up along it, red cross above. Same drawing style, plain light background. No text, no numerals.
garnissage_fuite	4	oreiller-asclepiade-hypoallergene	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show a white pillow just released after being squeezed. On the LEFT half it has sprung back to a full even rectangle, green check mark above. On the RIGHT half it stays dented where it was squeezed and the filling has bunched to one end, leaving a flat empty corner, red cross above. Same drawing style, plain light background. No text, no numerals.
sacvin_ganse	1	sac-bouteille-vin	The bag is a tall narrow black waxed-canvas sleeve sized for one wine bottle, with a roll-down top and a flat black shoulder strap attached at two points. A wine bottle being slid down into the sleeve by one hand, the bottle already half inside, a thin bright red ellipse around the mouth of the sleeve where the bottle passes through. Same drawing style, plain light background. No text, no numerals.
sacvin_ganse	2	sac-bouteille-vin	The bag is a tall narrow black waxed-canvas sleeve sized for one wine bottle, with a roll-down top and a flat black shoulder strap attached at two points. The sleeve with the bottle inside and its top rolled down, hanging in the air held by one hand gripping ONLY the shoulder strap. A green check mark above. Same drawing style, plain light background. No text, no numerals.
sacvin_ganse	3	sac-bouteille-vin	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show, close up, the point where the shoulder strap is stitched to the black waxed canvas of the bottle sleeve, with the strap under load. On the LEFT half the stitching is complete and flat, green check mark above. On the RIGHT half the stitching has pulled out and the strap end is peeling away from the canvas, red cross above. Same drawing style, plain light background. No text, no numerals.
sacvin_ganse	4	sac-bouteille-vin	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show a tall black bottle sleeve hanging from its strap with a bottle inside. On the LEFT half it hangs level and secure, green check mark above. On the RIGHT half one strap end has torn free, the sleeve swings sideways and the bottle is sliding out of the open top, red cross above. Same drawing style, plain light background. No text, no numerals.
gant_etirement	1	gants-magiques-asclepiade	The glove is a black knitted glove with five separate fingers and a ribbed cuff. A hand wearing the knitted glove, fingers spread wide open to their fullest, the knit visibly stretched between the fingers. Bold red arrows radiate outward from the hand. Same drawing style, plain light background. No text, no numerals.
gant_etirement	2	gants-magiques-asclepiade	The glove is a black knitted glove with five separate fingers and a ribbed cuff. The same glove removed and laid flat on a plain surface, seen from above, smooth and at its proper length, one flat hand smoothing it out. Same drawing style, plain light background. No text, no numerals.
gant_etirement	3	gants-magiques-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show a black knitted glove laid flat, seen from above, after being worn and stretched. On the LEFT half the glove has returned to a neat even shape with tight knit, green check mark above. On the RIGHT half the same glove stays baggy and misshapen, noticeably longer and wider, the knit slack and open, red cross above. Same drawing style, plain light background. No text, no numerals.
gant_etirement	4	gants-magiques-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show the ribbed cuff of a knitted glove, close up, after being stretched wide and released. On the LEFT half the ribs have closed back tightly, green check mark above. On the RIGHT half the ribs stay open and gaping, the cuff a wide loose tube, red cross above. Same drawing style, plain light background. No text, no numerals.
broderie_tshirt	1	t-shirt-coton-brode-monarque-asclepiade	The t-shirt is plain cream cotton with one small embroidered motif on the chest. Close view of the embroidered motif on the chest, filling the frame. Two hands grip the cotton on either side of the motif and pull gently apart, two bold red arrows pointing outward, opening the fabric around the stitching. A thin bright red ellipse around the motif. Same drawing style, plain light background. No text, no numerals.
broderie_tshirt	2	t-shirt-coton-brode-monarque-asclepiade	The t-shirt is plain cream cotton with one small embroidered motif on the chest. The t-shirt turned inside out, close view of the BACK of the same embroidered motif, showing the underside of the stitching and the backing patch behind it. One fingertip runs across it. Same drawing style, plain light background. No text, no numerals.
broderie_tshirt	3	t-shirt-coton-brode-monarque-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show the front of an embroidered motif on cream cotton, pulled open between two hands. On the LEFT half every stitch stays in place and the cotton lies flat around the motif, green check mark above. On the RIGHT half threads have shifted and slipped, gaps open inside the motif and the cotton puckers permanently around it, red cross above. Same drawing style, plain light background. No text, no numerals.
broderie_tshirt	4	t-shirt-coton-brode-monarque-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show the inside back of an embroidered motif, close up. On the LEFT half the underside is flat and tidy, the backing trimmed close and smooth, green check mark above. On the RIGHT half loose thread ends hang free and a stiff backing edge sticks up with a rough cut border, red cross above. Same drawing style, plain light background. No text, no numerals.
tuqueville_bandeau	1	tuque-ville-asclepiade	The beanie is a knitted ribbed hat. Inside it, a flat band of fabric is sewn all the way around just above the lower edge. The beanie turned inside out and held open in two hands, filling the frame, showing the flat band sewn all the way around the inside near the lower edge. A thin bright red ellipse follows that band's stitching line. Same drawing style, plain light background. No text, no numerals.
tuqueville_bandeau	2	tuque-ville-asclepiade	The beanie is a knitted ribbed hat. Inside it, a flat band of fabric is sewn all the way around just above the lower edge. Close view of the inside of the beanie, one fingertip following the band's stitching all the way around, a bold red arrow showing the finger travelling along the whole circumference. Same drawing style, plain light background. No text, no numerals.
tuqueville_bandeau	3	tuque-ville-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show the inside of a knitted beanie with a band sewn in. On the LEFT half the band's stitching runs unbroken all the way round, green check mark above. On the RIGHT half the stitching stops partway and the band hangs loose away from the knit over that stretch, red cross above. Same drawing style, plain light background. No text, no numerals.
tuqueville_bandeau	4	tuque-ville-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show a knitted beanie turned inside out, seen from the open end looking in. On the LEFT half the band sits at the same height all the way round, a clean even ring, green check mark above. On the RIGHT half the band is twisted, riding high on one side and low on the other, the knit pulled askew with it, red cross above. Same drawing style, plain light background. No text, no numerals.
cotes_mitaine	1	mittens	The mitten is black soft-shell with a smooth synthetic-leather panel over the palm only, and a cuff gathered on an elastic below the wrist. IT HAS EXACTLY ONE THUMB, on the RIGHT side of the mitten, pointing outward and slightly up. The left side of the mitten is a plain smooth curve with NO protrusion of any kind — a mitten has one thumb, never two. One mitten laid perfectly flat, palm up, filling the frame, seen from directly above. EIGHT thin double-headed measuring arrows are drawn on it, each spanning one dimension, each in a different bright colour, and each labelled with its own numeral placed at the middle of the arrow. They must be numbered in EXACTLY this order: 1 across the whole width of the hand; 2 down the whole height from cuff edge to fingertip; 3 along the length of the thumb from its base to its tip; 4 across the width of the thumb; 5 a long diagonal from the lower LEFT corner of the mitten up to the tip of the thumb; 6 across the wrist just above the cuff; 7 across the cuff; 8 a small flat oval drawn at the cuff opening showing its diameter. Only these eight numerals appear — no other text, no words, no units. The mitten stays fully visible under the arrows. Same drawing style, plain light background.
cotes_mitaine	2	mittens	The mitten is black soft-shell with a smooth synthetic-leather panel over the palm only, and a cuff gathered on an elastic below the wrist. IT HAS EXACTLY ONE THUMB, on the RIGHT side of the mitten, pointing outward and slightly up. The left side of the mitten is a plain smooth curve with NO protrusion of any kind — a mitten has one thumb, never two. Two hands hold a rigid flat ruler across a mitten laid flat, taking one single measurement across the width of the hand. One hand steadies the mitten, the other holds the ruler. A thin bright red ellipse around the point where the ruler meets the mitten's edge. No text, no numerals. Same drawing style, plain light background.
cotes_mitaine	3	mittens	FIVE black mittens of the SAME model but FIVE DIFFERENT SIZES, laid flat side by side in a row, smallest on the left and largest on the right, all palm up and all aligned along their bottom edges on one straight line. EACH MITTEN HAS EXACTLY ONE THUMB, on its right side; none has two. Two hands hold one long rigid ruler laid across all five at once so their heights can be compared in a single look. No text, no numerals. Same drawing style, plain light background.
cotes_mitaine	4	mittens	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show five mittens of increasing size laid side by side, aligned along their bottom edges, with a ruler across them. EACH MITTEN HAS EXACTLY ONE THUMB on its right side. On the LEFT half each mitten is taller than the one before it by exactly the same step, and their tops form a perfectly straight rising line, green check mark above. On the RIGHT half the steps are uneven — two mittens are nearly the same height and one jumps far above the next — so their tops form a broken, staggered line, red cross above. No text, no numerals. Same drawing style, plain light background.
cotes_semelle	1	thermal-insoles	The insole is flat and foot-shaped, with a silver quilted top surface, a black underside and a dense zigzag overlock stitch all around its edge. One insole laid flat, silver side up, filling the frame, seen from directly above. TWO thin double-headed measuring arrows are drawn on it: one across its widest point, one down its full length from heel to toe. The arrows are in a bright colour, thin and precise. Same drawing style, plain light background. No text, no numerals.
cotes_semelle	2	thermal-insoles	The insole is flat and foot-shaped, with a silver quilted top surface, a black underside and a dense zigzag overlock stitch all around its edge. Two hands hold a rigid flat ruler across an insole laid flat, taking one single measurement across its widest point. One hand steadies the insole, the other holds the ruler. Same drawing style, plain light background. No text, no numerals.
cotes_semelle	3	thermal-insoles	FOUR insoles of the SAME model but FOUR DIFFERENT SIZES, laid flat side by side in a row, smallest on the left and largest on the right, silver side up, all aligned along their heel ends on one straight line. Two hands hold one long rigid ruler laid across all four at once. Same drawing style, plain light background. No text, no numerals.
cotes_semelle	4	thermal-insoles	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show four insoles of increasing size side by side, aligned at the heel, with a ruler across them. On the LEFT half each is longer than the one before by exactly the same step and their toe ends form a straight rising line, green check mark above. On the RIGHT half the steps are uneven, two are almost the same length and one jumps far past the next, their toe ends forming a broken staggered line, red cross above. Same drawing style, plain light background. No text, no numerals.
cotes_cachecou	1	cache-cou-asclepiade	The neck gaiter is a dark grey fleece tube, laid flat and unstretched so it reads as a simple rectangle. The tube laid perfectly flat and unstretched, filling the frame, seen from directly above. TWO thin double-headed measuring arrows are drawn on it: one across its full width, one down its full height. The arrows are in a bright colour, thin and precise. Same drawing style, plain light background. No text, no numerals.
cotes_cachecou	2	cache-cou-asclepiade	The neck gaiter is a dark grey fleece tube, laid flat and unstretched so it reads as a simple rectangle. Two hands hold a rigid flat ruler across the flattened tube, taking one single measurement across its full width. One hand steadies the fabric flat, the other holds the ruler. Same drawing style, plain light background. No text, no numerals.
cotes_cachecou	3	cache-cou-asclepiade	THREE grey fleece neck tubes of the SAME model but THREE DIFFERENT SIZES, laid flat and unstretched side by side in a row, smallest on the left and largest on the right, all aligned along their bottom edges on one straight line. Two hands hold one long rigid ruler laid across all three. Same drawing style, plain light background. No text, no numerals.
cotes_cachecou	4	cache-cou-asclepiade	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show three grey fleece tubes of increasing size laid flat side by side, aligned along their bottom edges, with a ruler across them. On the LEFT half each is taller than the one before by exactly the same step and their tops form a straight rising line, green check mark above. On the RIGHT half the middle one is barely taller than the smallest while the largest jumps far above it, their tops forming a broken staggered line, red cross above. Same drawing style, plain light background. No text, no numerals.
essai_mitaine	1	mittens	One bare human hand laid flat on a plain surface, palm down, fingers together, seen from directly above and filling the frame. A rigid flat ruler lies across the hand at the KNUCKLES, measuring the width of the hand at its widest point there. A second hand holds the ruler. A thin bright red ellipse around the knuckles where the measurement is taken. Same drawing style, plain light background. No text, no numerals.
essai_mitaine	2	mittens	The SAME bare hand laid flat, palm down, fingers together, seen from directly above. Now the rigid ruler lies ALONG the hand, from the crease of the wrist up to the tip of the middle finger, measuring its full length. A second hand holds the ruler. A thin bright red ellipse around the wrist crease where the measurement starts. Same drawing style, plain light background. No text, no numerals.
essai_mitaine	3	mittens	FIVE different people's forearms and hands reaching in from below in a row, side by side. The five hands are visibly different sizes — one small and narrow, one broad, one long, one short, one medium. Each wears a black mitten, and each mitten is visibly a different size, matched to its hand. Every mitten has exactly one thumb, on its outer side. Same drawing style, plain light background. No text, no numerals.
essai_mitaine	4	mittens	Split into two halves by a thin vertical divider, and the two halves must NOT look alike. Both halves show a hand wearing a black mitten, seen from the side. On the LEFT half the hand sits fully inside, the fingertips reaching the end without pressing it and the cuff sitting neatly at the wrist, green check mark above. On the RIGHT half the same hand strains inside a mitten that is far too small, the fingertips pushing hard against the closed end and stretching it, the cuff riding up short of the wrist, red cross above. Same drawing style, plain light background. No text, no numerals.
